District,Facility classification (large),Facility classification (small),Model,Operating institution,Rapid charging amount,Charger type,Charger ID,latitude,longitude
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.6792901,127.0570186
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.6792901,127.0570186
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,24,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,25,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,26,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,27,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,28,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,29,37.6277372,127.0869084
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,30,37.6277372,127.0869084
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.49045,127.0399974
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.49045,127.0399974
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.49045,127.0399974
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.49045,127.0399974
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5071521,126.8636757
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5071521,126.8636757
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.5071521,126.8636757
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5071521,126.8636757
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5071521,126.8636757
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5071521,126.8636757
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5071521,126.8636757
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5071521,126.8636757
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.5999949,127.0194343
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,24,37.5999949,127.0194343
Dobong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.6781304,127.0497494
Dobong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.6781304,127.0497494
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5535342,126.9004941
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5535342,126.9004941
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5535342,126.9004941
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5652158,126.8556678
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5652158,126.8556678
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5652158,126.8556678
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5652158,126.8556678
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5652158,126.8556678
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5652158,126.8556678
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.503955,126.881857
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.503955,126.881857
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.503955,126.881857
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.503955,126.881857
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.503955,126.881857
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.503955,126.881857
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.503955,126.881857
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.503955,126.881857
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.503955,126.881857
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.503955,126.881857
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,24,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,25,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,26,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,27,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,28,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,29,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,30,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,31,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,32,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,33,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,34,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,35,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,36,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,37,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,38,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,39,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,40,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,41,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,42,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,43,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,44,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,45,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,46,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,47,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,48,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,49,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,50,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,51,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,52,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,53,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,54,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,55,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,56,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,57,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,58,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,59,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,60,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,61,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,62,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,63,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,64,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,65,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,66,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,67,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,68,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,69,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,70,37.5546624,126.9474774
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,71,37.5546624,126.9474774
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,24,37.504351,126.9594793
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,25,37.504351,126.9594793
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5553164,126.9487072
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5553164,126.9487072
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5553164,126.9487072
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5553164,126.9487072
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5553164,126.9487072
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5553164,126.9487072
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5553164,126.9487072
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5553164,126.9487072
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5553164,126.9487072
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5553164,126.9487072
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5494447,126.9420846
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5494447,126.9420846
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5494447,126.9420846
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5494447,126.9420846
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5494447,126.9420846
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5494447,126.9420846
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5494447,126.9420846
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5494447,126.9420846
Mapo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5494447,126.9420846
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5662733,127.0621813
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5662733,127.0621813
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5662733,127.0621813
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5662733,127.0621813
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5662733,127.0621813
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5662733,127.0621813
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5662733,127.0621813
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5662733,127.0621813
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5662733,127.0621813
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5662733,127.0621813
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.5097214,126.9639312
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.5097214,126.9639312
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.6017707,127.0347905
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.602392,127.0282901
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.602392,127.0282901
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.602392,127.0282901
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.602392,127.0282901
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.602392,127.0282901
