Business status,Address,Street name address,Business name,License date,Date of closure
영업/정상,서울특별시 동작구 상도동 103-1 외 1필지,서울특별시 동작구 사당로 59 (상도동),(주)창원 이엔지,2004-05-10,
폐업,서울특별시 종로구 평창동 195-1 ,,동해석유,19890330,
폐업,서울특별시 종로구 숭인동 217-16 ,서울특별시 종로구 종로62길 23  (숭인동),동남석유,19890801,
폐업,서울특별시 종로구 숭인동 1104 ,서울특별시 종로구 숭인동길 44  (숭인동),세왕상사,19750107,
폐업,서울특별시 종로구 소격동 109 ,서울특별시 종로구 북촌로5가길 17  (소격동),제일석유,19760623,
영업/정상,서울특별시 강남구 도곡동 411-8 9호,서울특별시 강남구 남부순환로 2718 (도곡동),에이치디현대오일뱅크(주) 직영 도곡셀프주유소,1992-09-14,
폐업,서울특별시 종로구 명륜3가 1-26 ,서울특별시 종로구 명륜3길 4  (명륜3가),명삼석유,19760623,
폐업,서울특별시 종로구 청진동 283-1 ,,신신사,19760624,
폐업,서울특별시 종로구 연지동 157-3 ,서울특별시 종로구 김상옥로 11  (연지동),원일석유,19760623,
폐업,서울특별시 종로구 이화동 186-3 ,서울특별시 종로구 이화장길 14  (이화동),이화석유,19760624,20080502
폐업,서울특별시 동대문구 장안동 363-5 ,,LG석유,19831104,20090527
폐업,서울특별시 동대문구 답십리동 478-10 ,,안동석유,19840912,20090617
폐업,서울특별시 종로구 누상동 55-3 101호 ,서울특별시 종로구 옥인길 19 (누상동),연합에너지,19700620,20120709
폐업,서울특별시 종로구 평동 9-11 ,서울특별시 종로구 경교장1길 18 (평동),서대문석유상사,19700703,20131029
영업/정상,서울특별시 서초구 서초동 1302,서울특별시 서초구 사평대로 350 (서초동),에이치디현대오일뱅크(주)직영사평로주유소,1995-09-25,
폐업,서울특별시 종로구 무악동 45-313 ,서울특별시 종로구 통일로14길 6  (무악동),신진석유,19701127,20081022
폐업,서울특별시 종로구 숭인동 1367 ,서울특별시 종로구 난계로 259  (숭인동),경일주유소,19700601,
폐업,서울특별시 종로구 창신동 583-2 ,,동원석유,19710623,
폐업,서울특별시 종로구 사직동 65-1 ,,순흥석유,19680913,
영업/정상,서울특별시 강남구 신사동 638,서울특별시 강남구 압구정로 302 (신사동),에이치디현대오일뱅크(주)직영 한양주유소,1986-06-20,
영업/정상,서울특별시 강남구 신사동 575-1,서울특별시 강남구 압구정로 154 (신사동),(주)새서울 주유소,1981-09-02,
폐업,서울특별시 종로구 신문로1가 24 고려빌딩 411호 ,"서울특별시 종로구 새문안로 91 (신문로1가, 고려빌딩411호)",(주)풍원석유,20080228,20120302
폐업,서울특별시 종로구 연건동 198-2 현송빌딩 5층2호 ,"서울특별시 종로구 율곡로 204, 5층 2호 (연건동, 현송빌딩)",(주)엘케이피앤피,20141121,20191015
폐업,서울특별시 종로구 이화동 9-333 ,,충남석유,19940325,
폐업,서울특별시 종로구 관철동 155-8 ,,종로주유소,19940427,
폐업,서울특별시 종로구 누하동 20 ,서울특별시 종로구 자하문로7길 69  (누하동),효자석유,19950801,
폐업,서울특별시 종로구 익선동 123-2 ,서울특별시 종로구 삼일대로30길 46 (익선동),형제석유,19680831,20170529
폐업,서울특별시 종로구 수송동 146-1 이마빌딩 8층 400-21 ,"서울특별시 종로구 종로1길 42  (수송동,이마빌딩 8층 400-21)",노스폴,20000317,
폐업,서울특별시 종로구 이화동 124-1 ,서울특별시 종로구 율곡로17길 7-38  (이화동),방산석유,20021004,20090406
폐업,서울특별시 종로구 내자동 219 한누리빌딩 8층 ,"서울특별시 종로구 새문안로5가길 33  (내자동,한누리빌딩 8층)",(주)BizMRO,20020607,
폐업,서울특별시 종로구 연지동 30 삼원빌딩 202호,"서울특별시 종로구 창경궁로16길 29,  202호 (연지동,삼원빌딩)",(주)현산케미칼,20040113,
영업/정상,서울특별시 성북구 상월곡동 23-11,서울특별시 성북구 화랑로 174 (상월곡동),(주)신용구도일주유소 화랑로,19960827,
영업/정상,서울특별시 종로구 부암동 155-3 ,서울특별시 종로구 자하문로 248 (부암동),자하문주유소,19930807,
폐업,서울특별시 동대문구 휘경동 183-141 ,,대한에너비스(주),19840410,20100525
영업/정상,서울특별시 중구 을지로3가 5-6,서울특별시 중구 을지로 109 (을지로3가),주식회사 영흥화학상사,2003-01-21,
영업/정상,서울특별시 중구 신당동 122-12,서울특별시 중구 다산로42나길 10 (신당동),대호에너지,1986-03-25,
영업/정상,서울특별시 중구 신당동 165-1,서울특별시 중구 퇴계로90길 47 (신당동),신당석유,1985-05-13,
영업/정상,서울특별시 중구 필동2가 3-1,서울특별시 중구 퇴계로 196 (필동2가),필동주유소,1976-05-11,
영업/정상,서울특별시 종로구 평창동 198-1 ,서울특별시 종로구 평창문화로 90 (평창동),구도일주유소 특종,19960425,
영업/정상,서울특별시 강남구 세곡동 20-8,서울특별시 강남구 헌릉로 730 (세곡동),에이치디현대오일뱅크(주) 직영 산성셀프주유소,1994-06-21,
영업/정상,서울특별시 중구 봉래동1가 126-2,서울특별시 중구 통일로 30 (봉래동1가),서남주유소,1976-05-18,
폐업,서울특별시 동대문구 휘경동 산 6-71 ,,한덕주유소,19930522,20000101
영업/정상,서울특별시 중구 무학동 12-2,서울특별시 중구 다산로 233 (무학동),주식회사 타이거통상 다산주유소,1976-05-03,
영업/정상,서울특별시 강남구 삼성동 169-17,서울특별시 강남구 테헤란로 619 (삼성동),삼성동주유소,1988-10-17,
폐업,서울특별시 송파구 가락동 146-6,서울특별시 송파구 중대로 154 (가락동),에이치디현대오일뱅크(주)직영 서원주유소,1993-12-10,2023-06-07
영업/정상,서울특별시 중구 신당동 101-9 ,서울특별시 중구 다산로 242 (신당동),신당동주유소,19760430,
영업/정상,서울특별시 중구 주교동 108,서울특별시 중구 을지로27길 34 (주교동),서울석유,1985-08-27,
영업/정상,서울특별시 송파구 오금동 4-1,서울특별시 송파구 위례성대로 188 (오금동),에이치디현대오일뱅크(주)직영 올림픽셀프주유소,1990-04-26,
영업/정상,서울특별시 중구 신당동 336-5,서울특별시 중구 다산로 173 (신당동),약수주유소,1993-05-20,
영업/정상,서울특별시 중구 신당동 741 ,서울특별시 중구 왕십리로 403 (신당동),세화주유소,19960325,
영업/정상,서울특별시 서초구 방배동 782-23,서울특별시 서초구 동작대로 182 (방배동),에이치디 현대오일뱅크(주) 직영방배현대주유소,1992-06-16,
폐업,서울특별시 강동구 성내동 549 ,서울특별시 강동구 성내로 44 (성내동),태양주유소,19990215,20020321
영업/정상,서울특별시 서초구 양재동 249-1,서울특별시 서초구 마방로 6 (양재동),에이치디현대오일뱅크(주)직영양재현대주유소,1992-05-06,
영업/정상,서울특별시 서초구 반포동 67-2,서울특별시 서초구 사평대로 136 (반포동),에이치디 현대오일뱅크(주) 팔레스주유소,1992-05-06,
영업/정상,서울특별시 서초구 서초동 1632-1,서울특별시 서초구 사임당로 116 (서초동),에이치디현대오일뱅크(주)직영서초제일주유소,1989-08-28,
영업/정상,서울특별시 중구 신당동 386-125,서울특별시 중구 청구로17길 35 (신당동),동부석유에너지,2000-06-10,
영업/정상,서울특별시 용산구 갈월동 11-34 sk갈월동주유소,"서울특별시 용산구 한강대로 322, 갈월동주유소 (갈월동)",에이치디현대오일뱅크(주)직영 갈월동주유소,1976-04-30,
영업/정상,서울특별시 중구 신당동 233-27,서울특별시 중구 다산로39길 71-5 (신당동),엘지석유,1997-11-13,
영업/정상,서울특별시 관악구 신림동 1477-5,서울특별시 관악구 문성로 97 (신림동),에이치디현대오일뱅크(주) 직영 문성골주유소,1992-02-14,
폐업,서울특별시 중구 오장동 206-2 ,서울특별시 중구 동호로 335 (오장동),SK네트웍스(주)수도주유소,19760528,20120904
영업/정상,서울특별시 광진구 중곡동 186-6,서울특별시 광진구 동일로 435 (중곡동),에이치디현대오일뱅크(주) 직영 중곡현대주유소,1993-12-27,
영업/정상,서울특별시 금천구 시흥동 980 (시흥대로 646-2),서울특별시 금천구 시흥대로 39-7 (시흥동),SK에너지(주) 박미주유소,1974-01-04,
영업/정상,서울특별시 양천구 신정동 872-1,서울특별시 양천구 국회대로 158 (신정동),에이치디현대오일뱅크(주)직영 양정주유소,2011-07-15,
폐업,서울특별시 중구 을지로6가 32 ,서울특별시 중구 을지로 246 (을지로6가),(주)SK글로벌(주) 을지로주유소,19760527,20020125
폐업,서울특별시 중구 을지로3가 295-5 ,서울특별시 중구 을지로14길 3 (을지로3가),한성케미탈,20090108,20140324
영업/정상,서울특별시 용산구 청암동 168-22,서울특별시 용산구 원효로 9 (청암동),에이치디현대오일뱅크(주)직영 강변현대주유소,1976-04-30,
폐업,서울특별시 중구 신당동 241-15 ,서울특별시 중구 다산로33가길 25 (신당동),일광석유,19870909,20050608
폐업,서울특별시 중구 회현동1가 94-7 ,서울특별시 중구 퇴계로8길 9 (회현동1가),대진석유,19881028,20200422
폐업,서울특별시 중구 광희동1가 366-127 ,,현대정유(주)직영 버티고개주유소,19880302,20030804
폐업,서울특별시 중구 신당동 354-11 ,서울특별시 중구 동호로11나길 6 (신당동),이천상회,19890629,20151231
폐업,서울특별시 중구 남대문로5가 695 ,,공주사,19900409,20040429
폐업,서울특별시 중구 신당동 52-294 ,,동아석유,19911223,20040401
폐업,서울특별시 중구 신당동 304-78 ,서울특별시 중구 다산로33다길 10 (신당동),삼성석유,19920302,
폐업,서울특별시 중구 을지로3가 295-5 ,서울특별시 중구 을지로14길 3 (을지로3가),한성화학건재(주),20060224,
폐업,서울특별시 중구 예관동 70-19 ,,서울석유,20000804,
폐업,서울특별시 중구 장교동 1 ,"서울특별시 중구 삼일대로 363, 1203호 (장교동,장교빌딩)",(주)트래솔,20030212,
폐업,서울특별시 중구 황학동 938 ,서울특별시 중구 난계로 169 (황학동),서울석유(주)직영 인창주유소,19760526,20120308
폐업,서울특별시 중구 초동 107-12 ,서울특별시 중구 마른내로 31 (초동),지에스칼텍스(주)초동주유소,19760428,20200901
폐업,서울특별시 중구 충무로5가 19-8 ,서울특별시 중구 창경궁로 2-1 (충무로5가),충무로5가 주유소,19760428,20080108
폐업,서울특별시 중구 을지로5가 273-2 ,서울특별시 중구 동호로 361 (을지로5가),을지로5가주유소,19760428,20021227
폐업,서울특별시 중구 을지로3가 95-19 ,서울특별시 중구 충무로11길 17 (을지로3가),영진석유상사,19831220,20080104
영업/정상,서울특별시 영등포구 문래동2가 1,서울특별시 영등포구 도림로 415 (문래동2가),지에스칼텍스(주)화일주유소,20050926,
영업/정상,서울특별시 종로구 경운동 96-18,서울특별시 종로구 율곡로 58 (경운동),에이치디현대오일뱅크(주)직영 재동주유소,1959-09-10,
영업/정상,서울특별시 강서구 화곡동 1125,서울특별시 강서구 공항대로 432 (화곡동),하이웨이주유소,1976-05-27,
휴업,서울특별시 동대문구 답십리동 3-39,서울특별시 동대문구 답십리로 223 (답십리동),(주)자연에너지 국민주유소,1992-04-30,
폐업,서울특별시 중구 인현동1가 15-7 ,서울특별시 중구 을지로20길 24-6 (인현동1가),삼풍석유,19831220,20191218
폐업,서울특별시 서대문구 남가좌동 124-382 ,,종합석유상사,19870313,20081024
영업/정상,서울특별시 성동구 마장동 771-6,서울특별시 성동구 마장로 311 (마장동),에이치디현대오일뱅크(주) 직영 성동셀프주유소,1993-05-31,
영업/정상,서울특별시 동작구 흑석동 9-46,서울특별시 동작구 현충로 101 (흑석동),에이치디현대오일뱅크(주)직영 흑석동 셀프주유소,1976-05-26,
영업/정상,서울특별시 동작구 상도동 121-21,서울특별시 동작구 상도로 403 (상도동),에이치디현대오일뱅크(주) 직영 동작주유소,1988-03-12,
영업/정상,서울특별시 성동구 성수동1가 656-1208 성수만세주유소,"서울특별시 성동구 왕십리로 109, 성수만세주유소 (성수동1가)",KH에너지(주) 직영 성수만세주유소,1994-07-08,
폐업,서울특별시 중구 남창동 205-24 ,서울특별시 중구 퇴계로4길 6 (남창동),광성석유,19831220,20190415
폐업,서울특별시 중구 황학동 615 ,서울특별시 중구 퇴계로87길 17-10 (황학동),중앙석유상사,19831220,20210414
폐업,서울특별시 중구 만리동2가 216 ,,만리석유,19831220,20041013
폐업,서울특별시 중구 황학동 1781 ,서울특별시 중구 마장로9길 34 (황학동),영미연료,19840419,20040519
영업/정상,서울특별시 서대문구 홍제동 103-9 독립문주유소,"서울특별시 서대문구 통일로 384, 독립문주유소 (홍제동)",에이치디현대오일뱅크(주)직영 독립문주유소,1975-03-15,
