"Status";"Add.";"SNAdd.";"BN";"LD";"DoC"
"179";"영업/정상";"서울특별시 용산구 원효로2가 70-2";"서울특별시 용산구 원효로 178 (원효로2가)";"(주)영원에너지 풍기주유소 (대표자:박종영)";1976-05-26;NA
"180";"폐업";"서울특별시 중구 황학동 938 ";"서울특별시 중구 난계로 169 (황학동)";"서울석유(주)직영 인창주유소";1976-05-26;"20120308"
"181";"영업/정상";"서울특별시 동작구 흑석동 9-46";"서울특별시 동작구 현충로 101 (흑석동)";"에이치디현대오일뱅크(주)직영 흑석동 셀프주유소";1976-05-26;NA
"182";"폐업";"서울특별시 성북구 보문동5가 146-1";"서울특별시 성북구 보문로 89 (보문동5가)";"현대오일뱅크(주)직영 광덕셀프주유소";1976-05-26;"20220602"
"183";"영업/정상";"서울특별시 동대문구 휘경동 34-10";"서울특별시 동대문구 망우로 126 (휘경동)";"(주) 파랑에너지";1976-05-26;NA
"184";"영업/정상";"서울특별시 동대문구 용두동 40-9";"서울특별시 동대문구 고산자로 405 (용두동)";"대성산업(주) 동마장주유소";1976-05-26;NA
"185";"폐업";"서울특별시 은평구 증산동 222-3 ";"서울특별시 은평구 수색로 198 (증산동)";"삼표수색";1976-05-26;"20180108"
"186";"폐업";"서울특별시 은평구 증산동 222-3 ";"서울특별시 은평구 수색로 198 (증산동)";"삼표수색";1976-05-26;"20180108"
"187";"폐업";"서울특별시 은평구 증산동 222-3 ";"서울특별시 은평구 수색로 198 (증산동)";"삼표수색";1976-05-26;"20180108"
"188";"폐업";"서울특별시 마포구 동교동 160-5 ";NA;"SK글로벌(주)청기와주유소";1976-05-26;NA
"189";"폐업";"경기도 수원시 권선구 평동 4 ";NA;"SK네트웍스(주)청기와주유소";1976-05-26;"20100721"
"190";"폐업";"서울특별시 마포구 동교동 179-4 ";"서울특별시 마포구 신촌로 28 (동교동)";"지에스칼텍스(주)직영 동아점";1976-05-26;"20121030"
"191";"폐업";"서울특별시 금천구 시흥동 993 (시흥대로 466) ";"서울특별시 금천구 시흥대로 221 (시흥동)";"KH에너지(주) 직영 시흥대로주유소";1976-05-26;"20210510"
"192";"폐업";"서울특별시 동작구 상도동 353-2 ";"서울특별시 동작구 상도로 120 (상도동)";"화신주유소";1976-05-26;NA
"193";"영업/정상";"서울특별시 동대문구 청량리동 18-46";"서울특별시 동대문구 왕산로 289 (청량리동)";"대성산업(주) 청량리주유소";1976-05-26;NA
"194";"폐업";"서울특별시 은평구 녹번동 59-1";"서울특별시 은평구 통일로 600 (녹번동)";"지에스칼텍스(주)녹번주유소";1976-05-27;"2023-09-12"
"195";"영업/정상";"서울특별시 중구 필동2가 51-1";"서울특별시 중구 퇴계로 228 (필동2가)";"SK에너지 직영 퇴계로주유소";1976-05-27;NA
"196";"폐업";"서울특별시 중구 을지로6가 32 ";"서울특별시 중구 을지로 246 (을지로6가)";"(주)SK글로벌(주) 을지로주유소";1976-05-27;"20020125"
"197";"영업/정상";"서울특별시 강서구 화곡동 1125";"서울특별시 강서구 공항대로 432 (화곡동)";"하이웨이주유소";1976-05-27;NA
"198";"폐업";"서울특별시 광진구 구의동 57-62 ";"서울특별시 광진구 천호대로 685 (구의동)";"삼일주유소";1976-05-27;"20130523"
"199";"영업/정상";"서울특별시 성북구 종암동 10-15 ";"서울특별시 성북구 종암로 58 (종암동)";"(주)중앙에너비스 종암지점";1976-05-27;NA
"200";"취소/말소/만료/정지/중지";"서울특별시 은평구 녹번동 59-1 ";"서울특별시 은평구 통일로 600 (녹번동)";"지에스칼텍스(주) 직영점";1976-05-27;NA
"201";"폐업";"서울특별시 중구 오장동 206-2 ";"서울특별시 중구 동호로 335 (오장동)";"SK네트웍스(주)수도주유소";1976-05-28;"20120904"
"202";"폐업";"서울특별시 용산구 원효로1가 40-13 ";NA;"원일주유소";1976-05-28;"20070611"
"203";"폐업";"서울특별시 성북구 동선동1가 1-19 ";NA;"만성에너지(주)돈암동주유소";1976-05-28;NA
"204";"폐업";"서울특별시 은평구 응암동 81-173 ";"서울특별시 은평구 은평로 194 (응암동)";"은평주유소";1976-05-28;"20160707"
"205";"영업/정상";"서울특별시 구로구 신도림동 361 ";"서울특별시 구로구 경인로 650 (신도림동)";"대성산업(주) 디큐브주유소";1976-05-28;NA
"206";"폐업";"서울특별시 영등포구 신길동 22-5 ";NA;"SK글로벌(주)입체로주유소";1976-05-28;"20170615"
"207";"폐업";"서울특별시 영등포구 양평동3가 80-2 ";"서울특별시 영등포구 선유로 195 (양평동3가)";"sk글로벌(주)양평주유소";1976-05-28;"20160415"
"208";"폐업";"서울특별시 영등포구 신길동 50-8 ";NA;"(주)미륭상사 신길동주유소";1976-05-28;NA
"209";"폐업";"서울특별시 동작구 상도동 33-1 ";"서울특별시 동작구 상도로 254  (상도동)";"상도동주유소";1976-05-28;"20081031"
"210";"영업/정상";"서울특별시 서초구 반포동 19-2 ";"서울특별시 서초구 반포대로 284 (반포동)";"대성산업(주)강남주유소";1976-05-28;NA
"211";"폐업";"서울특별시 영등포구 영등포동 426-57 ";NA;"SK글로벌(주)남부주우소";1976-05-29;"20170615"
"212";"폐업";"서울특별시 종로구 와룡동 12-2 ";"서울특별시 종로구 율곡로 102 (와룡동)";"현대오일뱅크(주)돈화문주유소";1976-05-31;"20111231"
"213";"폐업";"서울특별시 광진구 구의동 201-8 ";"서울특별시 광진구 광나루로 604  (구의동)";"동아주유소";1976-05-31;"20110905"
"214";"영업/정상";"서울특별시 동대문구 제기동 136-237";"서울특별시 동대문구 안암로 168 (제기동)";"풍한주유소";1976-05-31;NA
"215";"영업/정상";"서울특별시 마포구 합정동 383-4 ";"서울특별시 마포구 양화로 33 (합정동)";"에스케이에너지 주식회사 안국주유소";1976-05-31;NA
"216";"영업/정상";"서울특별시 성동구 금호동4가 187-2";"서울특별시 성동구 금호로 39 (금호동4가)";"금호주유소";1976-05-31;NA
"217";"폐업";"서울특별시 성동구 용답동 2-3 ";"서울특별시 성동구 천호대로 320  (용답동)";"SK글로벌(주) 장안 주유소";1976-06-01;NA
"218";"폐업";"서울특별시 종로구 종로6가 148 ";"서울특별시 종로구 종로41길 18";"털보석유";1976-06-23;"20151120"
"219";"폐업";"서울특별시 종로구 소격동 109 ";"서울특별시 종로구 북촌로5가길 17  (소격동)";"제일석유";1976-06-23;NA
"220";"폐업";"서울특별시 종로구 명륜3가 1-26 ";"서울특별시 종로구 명륜3길 4  (명륜3가)";"명삼석유";1976-06-23;NA
"221";"폐업";"서울특별시 종로구 연지동 157-3 ";"서울특별시 종로구 김상옥로 11  (연지동)";"원일석유";1976-06-23;NA
"222";"폐업";"서울특별시 종로구 청진동 283-1 ";NA;"신신사";1976-06-24;NA
"223";"폐업";"서울특별시 종로구 이화동 186-3 ";"서울특별시 종로구 이화장길 14  (이화동)";"이화석유";1976-06-24;"20080502"
"224";"영업/정상";"서울특별시 종로구 명륜2가 71-2    ";NA;"대성석유";1976-06-25;NA
"225";"폐업";"서울특별시 성북구 장위동 223-2 ";"서울특별시 성북구 장월로23길 41  (장위동)";"걸프석유";1976-06-25;"20080101"
"226";"영업/정상";"서울특별시 종로구 동숭동 130-65";"서울특별시 종로구 동숭길 52 (동숭동)";"다원양행 주식회사";1976-06-25;NA
"227";"폐업";"서울특별시 중랑구 묵동 175-1 ";"서울특별시 중랑구 동일로 922 (묵동)";"태능주유소 대신석유(주)";1976-06-26;"20071031"
"228";"폐업";"서울특별시 용산구 청파동1가 180 ";"서울특별시 용산구 청파로 311 (청파동1가)";"SK네트웍스(주) 청파주유소";1976-06-30;NA
"229";"폐업";"서울특별시 서대문구 북아현동 1-609 ";"서울특별시 서대문구 북아현로 96-1  (북아현동)";"신성석유";1976-07-20;NA
"230";"영업/정상";"서울특별시 서초구 반포동 19-6 ";"서울특별시 서초구 신반포로 222 (반포동)";"대성산업(주)터미널주유소";1976-08-26;NA
"231";"폐업";"서울특별시 영등포구 여의도동 10-1 ";NA;"LG 칼렉스정유(주)여의도주유소";1976-09-02;"20170615"
"232";"폐업";"서울특별시 성북구 정릉동 10-29 ";NA;"(주)성북에너지";1976-09-22;"20080101"
"233";"폐업";"서울특별시 서초구 방배동 832-36 ";"서울특별시 서초구 방배로27길 54-4  (방배동)";"방배석유";1976-10-13;NA
"234";"폐업";"서울특별시 성북구 안암동5가 86-130 ";"서울특별시 성북구 인촌로28길 14 (안암동5가)";"대성오일";1977-06-28;NA
"235";"폐업";"서울특별시 영등포구 당산동2가 45 ";"서울특별시 영등포구 영등포로 115 (당산동2가)";"대지주유소";1977-07-04;"20190110"
"236";"영업/정상";"서울특별시 양천구 신월동 206-1 ";"서울특별시 양천구 남부순환로 442 (신월동)";"동일석유(주)개나리주유소";1977-09-10;NA
"237";"영업/정상";"서울특별시 양천구 신월동 206-1 ";"서울특별시 양천구 남부순환로 442 (신월동)";"동일석유(주)개나리주유소";1977-09-10;NA
"238";"폐업";"서울특별시 서대문구 북아현동 180-8 ";"서울특별시 서대문구 북아현로 71 (북아현동)";"능안석유";1977-12-10;"20141108"
"239";"영업/정상";"서울특별시 강남구 삼성동 97-1";"서울특별시 강남구 봉은사로113길 51 (삼성동)";"대성석유(주) 동호주유소";1978-01-28;NA
"240";"폐업";"서울특별시 영등포구 영등포동1가 92-2 ";"서울특별시 영등포구 경인로114길 2 (영등포동1가)";"선익개발(주)영등포주유소";1978-03-22;"20190306"
"241";"영업/정상";"서울특별시 은평구 수색동 154-5";"서울특별시 은평구 수색로 236 (수색동)";"수색훼미리주유소";1978-05-28;NA
"242";"폐업";"서울특별시 서초구 방배동 464-31 ";"서울특별시 서초구 청두곶길 41  (방배동)";"(주)대아석유";1978-11-09;NA
"243";"폐업";"서울특별시 은평구 수색동 121-19 ";"서울특별시 은평구 수색로16길 15-36 (수색동)";"흥신에너지";1978-11-30;"20180515"
"244";"영업/정상";"서울특별시 성북구 석관동 278-32 ";"서울특별시 성북구 돌곶이로18길 27-14 (석관동)";"석관석유";1979-01-30;NA
"245";"폐업";"서울특별시 서대문구 남가좌동 260-153 ";NA;"삼흥석유";1979-02-14;NA
"246";"폐업";"서울특별시 성동구 성수동1가 230-2 ";"서울특별시 성동구 둘레7길 17-1 (성수동1가)";"동광 석유";1979-03-17;NA
"247";"폐업";"서울특별시 성동구 행당동 19-9 ";"서울특별시 성동구 마조로 21 (행당동)";"삼우 석유";1979-03-17;"20211130"
"248";"폐업";"서울특별시 성동구 금호동3가 452 ";"서울특별시 성동구 금호산2길 15-1  (금호동3가)";"금풍 석유";1979-03-17;NA
"249";"폐업";"서울특별시 성동구 하왕십리동 200 ";NA;"영진 석유";1979-03-17;"20030416"
"250";"폐업";"서울특별시 성동구 성수동2가 278-37 ";"서울특별시 성동구 아차산로13길 25 (성수동2가)";"한성에너지";1979-03-17;"20150715"
"251";"폐업";"서울특별시 광진구 화양동 32-2 ";"서울특별시 광진구 동일로28길 48  (화양동)";"강원석유";1979-03-17;NA
"252";"폐업";"서울특별시 광진구 자양동 43-3 ";"서울특별시 광진구 뚝섬로23길 10  (자양동)";"삼표석유";1979-03-17;NA
"253";"영업/정상";"서울특별시 성동구 도선동 185-23";"서울특별시 성동구 무학로4길 28-1 (도선동)";"한진석유, 실내등유배달, 난방유, 경유배달";1979-03-19;NA
"254";"폐업";"서울특별시 광진구 자양동 7-30 ";"서울특별시 광진구 아차산로30길 7  (자양동)";"육일석유";1979-03-19;NA
"255";"영업/정상";"서울특별시 마포구 성산동 21-1";"서울특별시 마포구 연남로11길 69 (성산동)";"영풍에너지";1979-04-18;NA
"256";"휴업";"서울특별시 용산구 서계동 243-29";"서울특별시 용산구 만리재로 154 (서계동)";"대성석유";1979-05-25;NA
"257";"폐업";"서울특별시 용산구 남영동 80-1 ";"서울특별시 용산구 한강대로80길 11-3  (남영동)";"남영사";1979-05-25;NA
"258";"폐업";"서울특별시 용산구 용문동 5-52 ";"서울특별시 용산구 백범로 308 (용문동)";"용남석유";1979-05-25;NA
"259";"폐업";"서울특별시 용산구 원효로3가 227-23 ";"서울특별시 용산구 원효로 113 (원효로3가)";"우진에너지";1979-05-25;"20200330"
"260";"폐업";"서울특별시 용산구 이촌동 212-10-1101 ";NA;"이촌상사";1979-05-25;"20100903"
"261";"폐업";"서울특별시 용산구 한강로1가 231-23 ";"서울특별시 용산구 한강대로62길 26 (한강로1가)";"금천에너지";1979-05-25;"20181114"
"262";"폐업";"서울특별시 용산구 후암동 244-68 ";"서울특별시 용산구 후암로28길 47  (후암동)";"공주사";1979-05-25;"20100705"
"263";"폐업";"서울특별시 용산구 원효로1가 115-3 ";NA;"원일사";1979-05-25;"20080826"
"264";"영업/정상";"서울특별시 광진구 중곡동 150-212";"서울특별시 광진구 긴고랑로 96-1 (중곡동)";"한전석유";1979-05-30;NA
"265";"폐업";"서울특별시 성동구 사근동 185-7 ";NA;"용해 에너지";1979-05-31;NA
"266";"폐업";"서울특별시 성동구 마장동 388-31 ";"서울특별시 성동구 마조로12길 9  (마장동)";"대진 상사";1979-05-31;NA
"267";"폐업";"서울특별시 성동구 용답동 87-2 ";"서울특별시 성동구 용답중앙11길 3-1  (용답동)";"우정 상회";1979-05-31;NA
"268";"영업/정상";"서울특별시 광진구 자양동 774-15";"서울특별시 광진구 아차산로 341-1 (자양동)";"서울석유";1979-05-31;NA
"269";"폐업";"서울특별시 광진구 자양동 236-163  ";NA;"성수석유";1979-05-31;NA
"270";"폐업";"서울특별시 광진구 중곡동 83-8 ";"서울특별시 광진구 영화사로 15  (중곡동)";"반도석유";1979-05-31;NA
"271";"폐업";"서울특별시 성북구 하월곡동 27-124 ";"서울특별시 성북구 오패산로4길 46  (하월곡동)";"명보석유";1979-06-05;"20111231"
"272";"폐업";"서울특별시 은평구 수색동 154-11 ";"서울특별시 은평구 수색로 242  (수색동)";"화신석유";1979-07-23;NA
"273";"폐업";"서울특별시 동대문구 장안동 284-1 ";NA;"동부주유소";1979-08-24;NA
"274";"영업/정상";"서울특별시 서초구 서초동 1719-1 ";"서울특별시 서초구 반포대로 142 (서초동)";"대신석유(주) 서원주유소";1979-11-01;NA
"275";"폐업";"서울특별시 강남구 신사동 660-6 ";"서울특별시 강남구 압구정로 330 (신사동)";"한양석유";1979-12-06;NA
"276";"폐업";"서울특별시 강남구 삼성동 162-7 ";"서울특별시 강남구 봉은사로 632  (삼성동)";"삼성석유";1980-01-16;"20090908"
"277";"폐업";"서울특별시 강동구 성내동 421-24 ";"서울특별시 강동구 성안로 51-1 (성내동)";"나라석유";1980-01-16;"20140909"
"278";"폐업";"서울특별시 성북구 장위동 230-20 ";"서울특별시 성북구 장위로15길 58-2 (장위동)";"LG석유";1980-01-26;NA
"279";"폐업";"서울특별시 동작구 흑석동 84-33 ";"서울특별시 동작구 서달로10길 74 (흑석동)";"흑석석유";1980-02-14;NA
"280";"폐업";"서울특별시 광진구 광장동 259-5 ";"서울특별시 광진구 광장로 59  (광장동)";"성수석유";1980-02-28;"20110318"
"281";"폐업";"서울특별시 관악구 신림동 362-57 ";"서울특별시 관악구 양지6길 53  (신림동)";"대성사";1980-03-12;NA
"282";"영업/정상";"서울특별시 은평구 수색동 314-1";"서울특별시 은평구 수색로 350 (수색동)";"지에스칼텍스(주)수색뉴타운 주유소";1980-03-19;NA
