"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","자본금","거래처"
"3130000","1980313008001200064","19800428","","03","폐업","03","폐지","20210818","","","","02 3727237","","","서울특별시 마포구 상암동 19-15 ","서울특별시 마포구 월드컵북로44길 26 (상암동)","","경일에너지","2021-08-18 17:46:09","U","2021-08-20 02:40:00.0","일반판매소","190733.764082494    ","452672.314287248    ","",""
"3130000","1981313011801200002","19811105","","03","폐업","03","폐지","20120307","","","","02  336 1146","","","서울특별시 마포구 합정동 427-19 ","서울특별시 마포구 월드컵로 39-1 (합정동)","","공명사","2012-03-07 14:52:35","I","2018-08-31 23:59:59.0","일반판매소","192138.729904231    ","450071.617961885    ","",""
"3130000","1985313009901200001","19851018","","03","폐업","03","폐지","20090203","","","","02 3629630","","","서울특별시 마포구 아현동 611-7 ","","","삼표석유","2009-02-03 13:46:55","I","2018-08-31 23:59:59.0","일반판매소","","","",""
"3130000","1987313011801500009","19870402","","01","영업/정상","06","휴지사업재개","","20190211","20190630","20190807","02  334 0917","552.4","","서울특별시 마포구 망원동 481-3 ","서울특별시 마포구 월드컵로 119 (망원동)","","(주)안국에너지 망원동주유소","2019-08-07 15:40:16","U","2019-08-09 02:40:00.0","주유소","191735.501542281    ","450727.20270736     ","",""
"3130000","1976313011801500007","19760531","","01","영업/정상","06","휴지사업재개","","","","20200116","02  334 8030","480.6","","서울특별시 마포구 합정동 383-4 ","서울특별시 마포구 양화로 33 (합정동)","","에스케이에너지 주식회사 안국주유소","2020-04-21 12:52:44","U","2020-04-23 02:40:00.0","주유소","192208.898477343    ","449675.056716998    ","",""
"3130000","1976313011801500003","1976-05-07","","01","영업/정상","06","휴지사업재개","","","","","02-3272-5155","1169","","서울특별시 마포구 염리동 155-6","서울특별시 마포구 백범로 126 (염리동)","","에쓰-오일(주) 염리동 주유소","2023-06-02 10:56:43","U","2022-12-06 00:04:00.0","주유소","195053.439260579","449337.652681557","",""
"3130000","1994313011801500001","19940208","","01","영업/정상","07","영업개시","","","","","02  32735151","1232","","서울특별시 마포구 대흥동 337-30 ","서울특별시 마포구 대흥로 61 (대흥동)","","(주)만성상사","2022-03-14 11:31:47","U","2022-03-16 02:40:00.0","주유소","194619.110455699    ","449301.139411883    ","",""
"3130000","2007313011801500011","19920605","","01","영업/정상","07","영업개시","","","","","02  325 5533","647.9","","서울특별시 마포구 성산동 103-8 ","서울특별시 마포구 월드컵북로 113 (성산동)","","청원주유소","2022-01-07 16:11:18","U","2022-01-09 02:40:00.0","주유소","192265.944509177    ","451219.654273709    ","",""
"3220000","1992322008301500036","19920414","","03","폐업","03","폐지","","","","","02 5380809","1016","","서울특별시 강남구 삼성동 128-17","서울특별시 강남구 삼성로 521 (삼성동)","","SK네트웍스(주)삼성주유소","2022-06-14 10:55:41","U","2021-12-05 23:06:00.0","주유소","204810.033423597","445155.984484532","",""
"3130000","1976313008001500001","19760427","","01","영업/정상","07","영업개시","","","","","02  706 8955","780.8","","서울특별시 마포구 도화동 174-1 ","서울특별시 마포구 마포대로 69 (도화동)","","에스케이에너지(주) 양지주유소","2018-08-07 17:46:14","I","2018-08-31 23:59:59.0","주유소","195392.393838708    ","448869.639179573    ","",""
"3140000","1988314007001200020","19880101","","01","영업/정상","01","신규등록","","","","","0226049166","","","서울특별시 양천구 신월동 513-5 ","서울특별시 양천구 월정로 14 (신월동)","","한강석유","2016-01-07 16:46:42","I","2018-08-31 23:59:59.0","일반판매소","186131.044077479    ","446571.847789679    ","",""
"3140000","1995314007001500037","19950227","","01","영업/정상","01","신규등록","","","","","0226545145","1181.5","","서울특별시 양천구 신정동 209-6 ","서울특별시 양천구 목동남로 62 (신정동)","","SK에너지(주)신평주유소","2018-02-22 09:59:07","I","2018-08-31 23:59:59.0","주유소","188101.838116589    ","445249.033483384    ","",""
"3140000","1988314007001200005","19880101","","01","영업/정상","01","신규등록","","","","","0226458929","","","서울특별시 양천구 신정동 1029-45 ","서울특별시 양천구 은행정로5길 52 (신정동)","","신정석유","2016-01-07 14:14:55","I","2018-08-31 23:59:59.0","일반판매소","187050.834665086    ","446473.900805319    ","",""
"3140000","1977314011401500002","19770910","","01","영업/정상","01","신규등록","","","","","26065189","1412","","서울특별시 양천구 신월동 206-1 ","서울특별시 양천구 남부순환로 442 (신월동)","","동일석유(주)개나리주유소","2014-04-07 17:23:11","I","2018-08-31 23:59:59.0","주유소","185164.07240776     ","447351.284284049    ","",""
"3140000","1980314007001500003","19800728","","01","영업/정상","01","신규등록","","","","","0226140047","2056","","서울특별시 양천구 신정동 1315 서부트럭터미널 ","서울특별시 양천구 신정로 167 (신정동)","08055","(주)서부티엔디","2018-12-19 17:02:03","U","2018-12-21 02:40:00.0","주유소","185716.749050511    ","445264.23483344     ","",""
"3140000","1993314007001500031","19931214","","01","영업/정상","01","신규등록","","","","","0226905837","2464.6","","서울특별시 양천구 신월동 199-5 ","서울특별시 양천구 남부순환로 408 (신월동)","","신월동주유소","2015-07-09 17:05:41","I","2018-08-31 23:59:59.0","주유소","184990.887799484    ","447668.60828576     ","",""
"3130000","1996313009901500004","19960111","","01","영업/정상","07","영업개시","","","","","02  323 0078","726.8","","서울특별시 마포구 성산동 275-56","서울특별시 마포구 성산로 144 (성산동)","","(주)블루원에너지 직영 성산대교주유소","2022-05-23 15:14:13","U","2021-12-04 22:05:00.0","주유소","191921.189275441","451339.294211842","",""
"3140000","1988314007001200008","19880101","","03","폐업","03","폐지","","","","","26982577","","","서울특별시 양천구 신정동 884-2","서울특별시 양천구 은행정로20길 2 (신정동)","","SK석유(석유,등유,보일러등유,실내등유,난방유,백등유)배달","2022-12-13 15:16:34","U","2021-11-01 23:05:00.0","일반판매소","187477.476438368","447312.018399929","",""
"3130000","2007313011801500002","20071228","","01","영업/정상","07","영업개시","","","","","02  336 5185","738","","서울특별시 마포구 창전동 13-6 13-44, 13-15","서울특별시 마포구 서강로 76 (창전동)","","주식회사 에스에스 오토","2022-09-02 17:50:27","U","2021-12-09 00:04:00.0","주유소","193971.947072844","449732.09499317","",""
"3140000","1992314007001500017","19920414","","01","영업/정상","01","신규등록","","","","","0226017117","519.2","","서울특별시 양천구 신월동 534-24 ","서울특별시 양천구 신월로 193 (신월동)","","(주)진우에너지 신월점","2019-04-05 09:24:33","U","2019-04-07 02:40:00.0","주유소","186146.601794907    ","446437.037769859    ","",""
"3140000","1992314007001500019","19920414","","01","영업/정상","01","신규등록","","","","","0226445105","1037","","서울특별시 양천구 목동 804-35 ","서울특별시 양천구 국회대로 275 (목동)","","양천구주유소","2017-11-28 13:42:56","I","2018-08-31 23:59:59.0","주유소","188043.28464278     ","447572.186349064    ","",""
"3140000","1992314007001500020","19920414","","01","영업/정상","01","신규등록","","","","","0226953423","393","","서울특별시 양천구 신월동 87-15 ","서울특별시 양천구 가로공원로 165 (신월동)","07907","에이치지에너지 가로공원주유소","2017-11-28 10:26:47","I","2018-08-31 23:59:59.0","주유소","185284.030026225    ","448320.355378717    ","",""
"3140000","1992314007001500024","19920414","","01","영업/정상","01","신규등록","","","","","0226973456","873.4","","서울특별시 양천구 신정동 872-5 ","서울특별시 양천구 국회대로 170 (신정동)","","SK에너지(주)경인주유소","2018-11-16 10:23:56","U","2018-11-18 02:37:48.0","주유소","187009.331912486    ","447334.071461676    ","",""
"3140000","1992314007001500012","19920131","","01","영업/정상","01","신규등록","","","","","0226445108","601","","서울특별시 양천구 목동 121-4 ","서울특별시 양천구 안양천로 1171 (목동)","","건지주유소","2021-04-16 08:56:45","U","2021-04-18 02:40:00.0","주유소","189512.187911002    ","449236.066690526    ","",""
"3140000","1990314007001200040","19900809","","01","영업/정상","01","신규등록","","","","","0226439191","","","서울특별시 양천구 신정동 1024-1 ","서울특별시 양천구 신월로36길 11 (신정동)","","제일석유","2018-08-13 11:02:03","I","2018-08-31 23:59:59.0","일반판매소","187428.61357269     ","446506.328046586    ","",""
"3140000","1988314007001200014","19880101","","03","폐업","03","폐지","20040623","","","","0226515716","","","서울특별시 양천구 목동 546-4 ","서울특별시 양천구 목동중앙본로28길 1  (목동)","","유경석유","2007-08-06 17:54:09","I","2018-08-31 23:59:59.0","일반판매소","188502.318102705    ","449077.195070137    ","",""
"3140000","1988314007001200017","19880101","","03","폐업","03","폐지","20070316","","","","0226434719","","","서울특별시 양천구 목동 721-10 ","서울특별시 양천구 목동중앙남로3가길 93  (목동)","","대신에너지","2007-08-06 17:59:17","I","2018-08-31 23:59:59.0","일반판매소","187941.283398787    ","448636.232190907    ","",""
"3140000","1988314007001200019","19880413","","03","폐업","03","폐지","20111018","","","","0226041372","","","서울특별시 양천구 신월동 556-12 ","서울특별시 양천구 청황길 14  (신월동)","","오성에너지","2011-10-18 16:40:43","I","2018-08-31 23:59:59.0","일반판매소","185929.567874392    ","446054.829386474    ","",""
"3140000","1988314007001200022","19880101","","03","폐업","03","폐지","20080724","","","","0226050606","","","서울특별시 양천구 신월동 428-5 ","서울특별시 양천구 월정로 43  (신월동)","","경창석유","2008-07-24 16:41:19","I","2018-08-31 23:59:59.0","일반판매소","185956.487473687    ","446828.960043525    ","",""
"3140000","1988314007001200028","19880101","","03","폐업","03","폐지","20070724","","","","02 6939784","","","서울특별시 양천구 신월동 136-8 ","서울특별시 양천구 남부순환로59길 3  (신월동)","","대하석유","2007-07-24 14:59:16","I","2018-08-31 23:59:59.0","일반판매소","185044.782770876    ","447771.636282123    ","",""
"3140000","1988314007001200030","19880408","","03","폐업","03","폐지","20200522","","","","0226055533","","","서울특별시 양천구 신정동 985-1 ","서울특별시 양천구 은행정로 54 (신정동)","","동화에너지","2020-05-25 16:03:10","U","2020-05-27 02:40:00.0","일반판매소","187503.496546306    ","446916.894083147    ","",""
"3150000","1993315012301500003","19930616","","03","폐업","03","폐지","20100513","","","","2222","","","서울특별시 강서구 마곡동 223-46 ","","","성신주유소","2010-05-13 17:04:31","I","2018-08-31 23:59:59.0","주유소","184569.441659515    ","452278.735181315    ","",""
"3140000","1994314007001200051","19940621","","03","폐업","03","폐지","20041013","","","","02 6985151","","","서울특별시 양천구 신월동 546-7 ","서울특별시 양천구 신월로9길 2  (신월동)","","현대석유","2007-08-06 18:12:40","I","2018-08-31 23:59:59.0","일반판매소","185798.907148675    ","446178.798717492    ","",""
"3140000","1994314007001500036","19941224","","03","폐업","03","폐지","20130104","20121127","20130228","","0226972774","942.9","","서울특별시 양천구 신정동 1007-7 ","서울특별시 양천구 목동로 159 (신정동)","","지에스칼텍스(주) 직영 금강점","2013-01-04 14:55:19","I","2018-08-31 23:59:59.0","주유소","187974.753993787    ","446724.512308587    ","",""
"3140000","1995314007001200052","19951212","","03","폐업","03","폐지","20070306","","","","0226459583","","","서울특별시 양천구 신정동 184-28 ","","","백조석유","2007-08-06 18:13:13","I","2018-08-31 23:59:59.0","일반판매소","","","",""
"3140000","2004314011401500003","20041112","","03","폐업","03","폐지","20090311","","","","02  26551434","","","서울특별시 양천구 신정동 1014-2 도림빌딩 601 ","서울특별시 양천구 신월로 374  (신정동,도림빌딩 601)","","(주)삼양화인","2009-03-11 15:27:40","I","2018-08-31 23:59:59.0","용제판매소","187777.02241551     ","446645.116372202    ","",""
"3140000","2006314010201500001","20060526","","03","폐업","03","폐지","","","","","0226536071","","","경기도 고양시 덕양구 화정동 1127 31통10반 옥빛마을 1509동 1904호","경기도 고양시 덕양구 화신로 233, 1509동 1904호 (화정동,옥빛마을)","","(주)케미맥스","2007-08-06 17:09:00","I","2018-08-31 23:59:59.0","용제판매소","185356.900292344    ","458555.934730144    ","",""
"3140000","1988314007001200002","19880329","","03","폐업","03","폐지","","","","","0226450388","","","서울특별시 양천구 신정동 183-2 ","","","(주)태성에너지","2002-08-12 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","","","",""
"3140000","1993314007001500034","19931221","","03","폐업","03","폐지","20141031","20131101","20141031","","0226850562","1445","","서울특별시 양천구 신정동 1287-3 ","서울특별시 양천구 남부순환로 640 (신정동)","","한양주유소","2014-10-31 11:29:13","I","2018-08-31 23:59:59.0","주유소","185899.043498814    ","445526.721204765    ","",""
"3140000","1994314007001200048","19940131","","03","폐업","03","폐지","20180703","","","","02 6906090","","","서울특별시 양천구 신월동 540-10 ","서울특별시 양천구 남부순환로77길 9 (신월동)","","대성에너지","2018-07-03 17:46:45","I","2018-08-31 23:59:59.0","일반판매소","185847.889915902    ","446296.150838103    ","",""
"3140000","1994314007001200049","19940205","","03","폐업","03","폐지","20210916","","","","0226428903","","","서울특별시 양천구 목동 715-2 ","서울특별시 양천구 목동중앙남로 82-4 (목동)","","대원석유","2021-09-16 16:28:27","U","2021-09-18 02:40:00.0","일반판매소","188038.898630834    ","448770.755575648    ","",""
"3140000","1980314007001500005","19801106","","03","폐업","03","폐지","","","","","0226540051","997.6","","서울특별시 양천구 신정동 1027-4 ","서울특별시 양천구 신월로 328 (신정동)","","(주) 한주에너지 신정주유소","2015-06-25 12:07:33","I","2018-08-31 23:59:59.0","주유소","187328.575796091    ","446582.446566821    ","",""
"3140000","1981314007001500006","19810701","","03","폐업","03","폐지","","","","","0226461689","1171","","서울특별시 양천구 목동 405-271 ","","","SK네트웍스(주)신평주유소","2007-08-20 16:39:23","I","2018-08-31 23:59:59.0","주유소","","","",""
"3140000","1993314007001500033","19931221","","03","폐업","03","폐지","20210728","","","","0226466121","817","","서울특별시 양천구 신정동 296-31 ","서울특별시 양천구 신목로7길 1 (신정동)","","현대오일뱅크(주)직영 코리아주유소","2021-07-29 16:12:38","U","2021-07-31 02:40:00.0","주유소","188618.911096586    ","446384.264683214    ","",""
"3140000","2001314007001500002","20010118","","03","폐업","03","폐지","20050107","","","","0226924511","","","서울특별시 양천구 신월동 438-1 영옥빌딩 305호 ","서울특별시 양천구 남부순환로 527  (신월동,영옥빌딩 305호)","","삼정화학","2007-08-03 15:39:15","I","2018-08-31 23:59:59.0","용제판매소","185588.112351415    ","446611.369232718    ","",""
"3140000","2001314007001500006","20010913","","03","폐업","03","폐지","","","","","0226843121","","","서울특별시 양천구 신정동 739-15 도일빌딩 201호 ","서울특별시 양천구 남부순환로 700  (신정동,도일빌딩 201호)","","(주)우진케미컬","2004-10-12 00:00:00","I","2018-08-31 23:59:59.0","용제판매소","186109.683540193    ","444958.276659499    ","",""
"3140000","2003314010201500001","20030805","","03","폐업","03","폐지","20050319","","","","0226011643","","","서울특별시 강서구 공항동 1362-7 28통3반 302호","서울특별시 강서구 방화대로6길 24-6,  302호 (공항동)","","천지CAM","2007-08-03 15:46:27","I","2018-08-31 23:59:59.0","용제판매소","183842.842485447    ","450289.219677982    ","",""
"3140000","2004314010201200001","20090121","","03","폐업","03","폐지","20120330","","","","02 26061171","","","서울특별시 양천구 신정동 963-20 ","서울특별시 양천구 오목로32길 21-1 (신정동)","","지에스조은에너지","2012-03-30 14:27:34","I","2018-08-31 23:59:59.0","일반판매소","187134.453584391    ","446752.955355925    ","",""
"3140000","2004314010201500001","20040212","","03","폐업","03","폐지","","","","","0226058797","","","서울특별시 영등포구 양평동2가 45 15통4반 상록수아파트 101동 412호","서울특별시 영등포구 영등포로 17, 101동 412호 (양평동2가,상록수아파트)","","(주)케미코리아","2007-08-06 17:12:38","I","2018-08-31 23:59:59.0","용제판매소","189635.487139725    ","446844.414671927    ","",""
"3140000","2004314010201500002","20041217","","03","폐업","03","폐지","","","","","0226924511","","","서울특별시 양천구 신월동 438-1 ","서울특별시 양천구 남부순환로 527  (신월동)","","하나물산","2007-08-06 17:07:31","I","2018-08-31 23:59:59.0","용제판매소","185588.112351415    ","446611.369232718    ","",""
"3140000","1993314007001200047","19930806","","03","폐업","03","폐지","","","","","02 6978474","","","서울특별시 양천구 신월동 27-5 ","서울특별시 양천구 남부순환로29길 14  (신월동)","","등불석유","2002-07-23 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","184673.718438326    ","448643.137215214    ","",""
"3140000","1992314007001500013","19920131","","03","폐업","03","폐지","20050802","","","","0226542700","1335","","서울특별시 양천구 목동 404-156 ","서울특별시 양천구 신목로 102  (목동)","","상진주유소","2007-08-20 16:28:15","I","2018-08-31 23:59:59.0","주유소","188954.524397407    ","446824.338404844    ","",""
"3140000","1992314007001500018","19920414","","03","폐업","03","폐지","","","","","0226523611","938.9","","서울특별시 양천구 목동 709-1 ","서울특별시 양천구 등촌로 142 (목동)","","경준주유소","2017-01-09 15:08:58","I","2018-08-31 23:59:59.0","주유소","187836.180194279    ","448951.046584761    ","",""
"3140000","2006314011401500001","20060526","","03","폐업","03","폐지","20121031","","","","0226536071","","","서울특별시 양천구 목동 917-9 ","서울특별시 양천구 목동동로 293 (목동)","","(주)케미맥스","2012-10-31 11:19:24","I","2018-08-31 23:59:59.0","용제판매소","188953.066831076    ","447333.569187997    ","",""
"3140000","2007314011401500001","20070316","","03","폐업","03","폐지","20110412","","","","0226998195","","","서울특별시 양천구 신정동 1305 힐탑이루미@ B103호 ","서울특별시 양천구 은행정로17길 80  (신정동,힐탑이루미@ B103호)","","유니언 마켓팅","2011-04-12 13:23:59","I","2018-08-31 23:59:59.0","용제판매소","186693.241312622    ","447277.626432025    ","",""
"3140000","2008314011401500001","20080429","","03","폐업","03","폐지","","","","","0226542182","","","서울특별시 양천구 신정동 318-6 동문비젼 1009 ","서울특별시 양천구 목동서로 287  (신정동,동문비젼 1009)","","(주)제이켐","2008-10-30 13:44:31","I","2018-08-31 23:59:59.0","용제판매소","188357.547217609    ","446596.052395662    ","",""
"3140000","2009314011401500002","20090423","","03","폐업","03","폐지","20100511","","","","26032246","81.92","","서울특별시 양천구 신월동 98-41 ","서울특별시 양천구 곰달래로5길 64-1  (신월동)","","엘림크린재료상사","2010-05-11 11:17:10","I","2018-08-31 23:59:59.0","용제판매소","185058.585298312    ","448102.683649095    ","",""
"3140000","2009314011401500003","20091218","","03","폐업","03","폐지","20140331","","","","26632107","","","서울특별시 양천구 신월동 98-44 ","서울특별시 양천구 곰달래로5길 66 (신월동)","","한음","2014-04-01 10:02:15","I","2018-08-31 23:59:59.0","용제판매소","185043.828144117    ","448111.398640855    ","",""
"3140000","1988314007001200032","19880802","","03","폐업","03","폐지","20030407","","","","02 6942325","","","서울특별시 양천구 신월동 941-7 ","서울특별시 양천구 지양로9길 23  (신월동)","","종점석유","2007-08-06 18:07:32","I","2018-08-31 23:59:59.0","일반판매소","185060.029130323    ","446507.039656022    ","",""
"3140000","1996314007001500038","19960311","","03","폐업","03","폐지","","","","","0226035189","882.7","","서울특별시 양천구 신정동 943-15 ","서울특별시 양천구 중앙로 300 (신정동)","","신정주유소","2016-08-10 17:32:16","I","2018-08-31 23:59:59.0","주유소","186850.5579084      ","446776.641052587    ","",""
"3140000","1996314007001500039","19960412","","03","폐업","03","폐지","20031029","","","","0226530207","638","","서울특별시 양천구 목동 406-117 ","","","태림석유(주)양정주유소","2007-08-20 16:08:02","I","2018-08-31 23:59:59.0","주유소","188696.181418205    ","447004.313195544    ","",""
"3140000","1999314007001200053","19991115","","03","폐업","03","폐지","20070601","","","","02 6939918","","","서울특별시 양천구 신정동 1049-19 ","서울특별시 양천구 중앙로36길 24  (신정동)","","양천에너지","2007-08-06 18:13:41","I","2018-08-31 23:59:59.0","일반판매소","187251.318032271    ","446377.962032352    ","",""
"3140000","1988314007001500001","19880329","","03","폐업","03","폐지","","","","","0226424548","","","서울특별시 양천구 목동 128-13 ","서울특별시 양천구 목동중앙로13가길 12  (목동)","","동화산업","2002-08-12 00:00:00","I","2018-08-31 23:59:59.0","용제판매소","189401.752379557    ","449253.287873881    ","",""
"3140000","1990314007001200004","19900523","","03","폐업","03","폐지","","","","","0226424633","","","서울특별시 양천구 목동 781-20 ","서울특별시 양천구 목동중앙서로7길 39  (목동)","","만년석유","2002-09-18 00:00:00","I","2018-08-31 23:59:59.0","일반판매소","188061.697033142    ","448040.707672158    ","",""
"3140000","1990314007001200024","19900622","","03","폐업","03","폐지","20040514","","","","0226488500","","","서울특별시 양천구 목동 497-7 ","서울특별시 양천구 목동중앙본로 101  (목동)","","천일석유","2007-08-06 18:03:50","I","2018-08-31 23:59:59.0","일반판매소","188502.899621979    ","449173.821341764    ","",""
"3140000","1990314007001200038","19900215","","03","폐업","03","폐지","20210407","","","","02 6970696","","","서울특별시 양천구 신월동 113-22 ","서울특별시 양천구 월정로27길 10 (신월동)","","유공석유","2021-04-19 14:01:06","U","2021-04-21 02:40:00.0","일반판매소","185412.708171069    ","447804.197552289    ","",""
"3140000","1991314007001200044","19910129","","03","폐업","03","폐지","20040807","","","","02 6934522","","","서울특별시 양천구 신월동 45-26 ","서울특별시 양천구 남부순환로36길 6  (신월동)","","신곡석유상사","2007-08-06 18:10:15","I","2018-08-31 23:59:59.0","일반판매소","184649.336667603    ","448254.804389171    ","",""
"3140000","1991314007001500011","19910514","","03","폐업","03","폐지","20141128","","","","0226539881","900.1","","서울특별시 양천구 신정동 323-12 ","서울특별시 양천구 목동동로 73 (신정동)","","현대오일뱅크(주)직영 신양천주유소","2014-11-28 15:06:53","I","2018-08-31 23:59:59.0","주유소","187803.927345869    ","445959.667219293    ","",""
"3140000","1992314007001500027","19921203","","02","휴업","05","사업휴지","","20170906","20171129","","0226466212","331.3","","서울특별시 양천구 신정동 1052-12 ","서울특별시 양천구 중앙로 226 (신정동)","","주식회사 타이거오일 신정주유소","2021-09-01 10:13:52","U","2021-09-03 02:40:00.0","주유소","187081.650785867    ","446073.811311644    ","",""
"3140000","1977314007001500002","19770910","","01","영업/정상","06","휴지사업재개","","","","","0226065189","1412","","서울특별시 양천구 신월동 206-1 ","서울특별시 양천구 남부순환로 442 (신월동)","","동일석유(주)개나리주유소","2017-11-28 10:51:09","I","2018-08-31 23:59:59.0","주유소","185164.07240776     ","447351.284284049    ","",""
"3140000","1992314007001500026","19921203","","01","영업/정상","06","휴지사업재개","","20180702","20180930","20190520","0226089231","687.3","","서울특별시 양천구 신월동 167-1 ","서울특별시 양천구 남부순환로 372 (신월동)","","현대주유소","2019-05-20 09:12:33","U","2019-05-22 02:40:00.0","주유소","184839.474782908    ","447972.312291257    ","",""
"3150000","1989315007401200002","19890407","","03","폐업","03","폐지","20201116","","","","02 26606432","","","서울특별시 강서구 공항동 281 ","","","한국공항(주)","2020-11-16 10:57:35","U","2020-11-18 02:40:00.0","항공유판매소","","","",""
"3140000","2009314011401500001","20090708","","01","영업/정상","06","휴지사업재개","","20141010","20141215","20141219","26465145","405","","서울특별시 양천구 신정동 162-40 ","서울특별시 양천구 안양천로 663 (신정동)","","신정동주유소","2018-04-10 17:12:30","I","2018-08-31 23:59:59.0","주유소","188537.926194172    ","444934.266388016    ","",""
"3140000","1993314007001500030","19930610","","01","영업/정상","07","영업개시","","","","","0226535789","385","","서울특별시 양천구 목동 199-58 ","서울특별시 양천구 목동중앙로 125 (목동)","","목동주유소","2018-09-03 10:22:29","U","2018-09-03 23:59:59.0","주유소","188845.378146136    ","448603.372537117    ","",""
"3140000","1992314007001500014","19920215","","01","영업/정상","07","영업개시","","20080424","20081023","20090608","00023174015","916","","서울특별시 양천구 신정동 1294-6 ","서울특별시 양천구 신정로 236 (신정동)","","(주)지에스이앤알 서울주유소","2022-02-24 17:44:24","U","2022-02-26 02:40:00.0","주유소","186464.60309786     ","445382.168341974    ","",""
"3150000","2003315007401500002","20030716","","01","영업/정상","01","신규등록","","","","","0236632212","100","","서울특별시 강서구 가양동 281-1 ","","","SK글로벌(주)","2018-07-17 14:01:43","I","2018-08-31 23:59:59.0","주유소","","","",""
"3150000","2004315010001500001","20040325","","01","영업/정상","01","신규등록","","","","","0226444134","","","경기도 안산시 상록구 일동 538-3 23통8반 ","경기도 안산시 상록구 도매시장로 125  (일동)","","C.I.O","2004-03-25 00:00:00","I","2018-08-31 23:59:59.0","용제판매소","187980.131483937    ","423824.861537132    ","",""
"3140000","1989314007001500009","19890831","","01","영업/정상","06","휴지사업재개","","20161004","20171220","20161202","0226944966","594.7","","서울특별시 양천구 신월동 474-4","서울특별시 양천구 중앙로 331 (신월동)","","삼미상사(주)신월IC셀프주유소","2023-01-19 13:41:03","U","2022-11-30 22:01:00.0","주유소","186652.821182263","447040.092238219","",""
"3140000","1980314007001500004","19801106","","01","영업/정상","06","휴지사업재개","","20101001","20101231","","0226051359","542.8","","서울특별시 양천구 신월동 52-1","서울특별시 양천구 남부순환로 317 (신월동)","","플라트(주) 서호주유소","2022-12-09 08:55:44","U","2021-11-01 23:01:00.0","주유소","184626.053521926","448504.146187185","",""
"3150000","2020315020401500001","20200922","","01","영업/정상","01","신규등록","","","","","","265","","서울특별시 강서구 방화동 45-3 방화LPG충전소 ","서울특별시 강서구 양천로27길 261-40, 방화LPG충전소 (방화동)","07518","올림픽주유소","2020-09-23 09:13:16","I","2020-09-25 00:23:12.0","주유소","183739.7262204      ","453689.595627214    ","",""
"3150000","2003315007401500001","20030522","","01","영업/정상","01","신규등록","","","","","","","","서울특별시 강서구 화곡동 868-17 14통7반 현대하이츠빌 201호","서울특별시 강서구 곰달래로41길 30,  201호 (화곡동,현대하이츠빌)","","성우상사","2003-05-22 00:00:00","I","2018-08-31 23:59:59.0","용제판매소","187144.973478784    ","447948.246446201    ","",""
"3150000","2007315010001509314","19931230","","01","영업/정상","01","신규등록","","","","","36644134","2276.3","","서울특별시 강서구 염창동 263-8 ","서울특별시 강서구 양천로 720 (염창동)","","염창동주유소","2019-08-05 13:04:12","U","2019-08-07 02:40:00.0","주유소","188954.187154407    ","449657.109279417    ","",""
"3150000","2007315010001509417","19940208","","01","영업/정상","01","신규등록","","","","","2691-5151","","","서울특별시 강서구 화곡동 1076-14 ","서울특별시 강서구 강서로 154 (화곡동)","","화곡역주유소","2020-12-18 15:30:54","U","2020-12-20 02:40:00.0","주유소","185925.07322188     ","448730.220138329    ","",""
"3150000","1997315010001200001","1997-04-26","","03","폐업","03","폐지","2012-02-22","","","","02  26006279","","","서울특별시 강서구 등촌동 678-10","서울특별시 강서구 강서로 402 (등촌동)","","(주)통일항공시스템","2023-07-05 14:26:07","U","2022-12-07 00:07:00.0","항공유판매소","185752.295","451018.205","",""
"3150000","2004315010001500960","20041012","","01","영업/정상","01","신규등록","","","","","0226085151","200","","서울특별시 강서구 화곡동 843-4 ","서울특별시 강서구 국회대로 225 (화곡동)","","지에스칼텍스(주)경인고속주유소","2021-04-20 09:45:43","U","2021-04-22 02:40:00.0","주유소","187537.596190385    ","447495.908489937    ","",""
"3090000","2006309008701200001","20060627","","01","영업/정상","01","신규등록","","","","","02 9917302","","","서울특별시 도봉구 창동 651-83","서울특별시 도봉구 도봉로112길 12 (창동)","","금광석유","2022-11-26 13:29:28","U","2021-10-31 22:08:00.0","일반판매소","203042.407689994","460481.504129296","",""
"3150000","2001315007401200101","20020716","","01","영업/정상","01","신규등록","","","","","02 669 1693","","","서울특별시 강서구 공항동 281 국제화물청사 318-4 ","","","에어로필드(주)","2004-02-23 00:00:00","I","2018-08-31 23:59:59.0","항공유판매소","","","",""
"3150000","1995315010001500002","19950126","","01","영업/정상","01","신규등록","","","","","0236611575","566.9","","서울특별시 강서구 등촌동 631-7 ","서울특별시 강서구 양천로 576 (등촌동)","07551","청룡주유소","2017-11-21 13:52:59","I","2018-08-31 23:59:59.0","주유소","187804.38315589     ","450504.608065472    ","",""
